0_mean_shift,0_var_shift,0_psi,1_mean_shift,1_var_shift,1_psi,2_mean_shift,2_var_shift,2_psi,mean_confidence,confidence_trend,batch_size,batch_id,ground_truth_drift_label,adwin_alarm,ddm_alarm,kswin_alarm
0.3635744208512648,-0.8854845659851405,0.3482234848988072,0.3928266736270736,0.5580136087509171,0.18242562259693273,-0.48340434433767854,2.7050938978780454,0.2356911428462377,0.912057252933934,-0.0008862853395163352,50,0,0,0,0,0
-0.37890029555149063,-1.1175557292479015,0.2565955366942826,0.20049872662331847,0.4814081958011389,0.13328650781180953,-0.7457612516517678,-0.7997165102188157,1.558352251663499,0.8833463061423562,-0.0003844642345081871,50,1,0,0,0,0
0.7061342897744423,0.12338501211002395,0.39457991317276747,-0.6479473876648711,-3.6363802072388696,0.6569627693636457,-0.25605397652654194,-0.9362260325971343,0.10937152277239688,0.8838311984007485,0.000901800755767542,50,2,0,0,0,0
0.03362593661057822,2.459511012140978,0.15664330795898845,-0.09171305347560033,-0.0269948950420833,0.16336808351919088,0.09702852373961424,0.09130135488968172,0.5169257941589396,0.8751797154082404,0.0021425212935584233,50,3,0,0,0,0
-0.3268137046907533,-0.770411170708801,0.19961337500357942,0.7542777849153781,-0.2714372717425899,0.14529488561278314,-0.3047252407761505,-0.740356848230447,0.06931400973034339,0.9127886915814993,-0.0014338549457991697,50,4,0,0,0,0
0.125144923152539,-0.5682892355384732,0.2661591775687267,-0.08603988998566159,0.33448634315143977,0.2468154186564924,0.3082465043170908,-1.6615523266736698,0.28084667243306394,0.8624079484504945,-0.0011505186387647886,50,5,0,0,0,0
0.36115677475463404,1.0102126552165558,0.12087863900623197,-0.7293318310606471,-0.41483010943627985,0.11995943480038812,0.6290527617991923,2.1286069959179468,1.5513160277108897,0.8909418903234219,-0.0017107074817884504,50,6,0,0,0,0
0.16862711515974382,-0.06992782499907957,0.06438516953114748,-0.5286773661388979,-0.04340455941955135,0.15664330795898843,0.7199299281554516,-0.7461298658907758,1.2524228555413073,0.8842445689506964,0.00079671693265538,50,7,0,0,0,0
-0.6021648873613481,0.6329879266596468,0.18504951555267704,-0.013780519517683665,1.319722867206762,0.2358603191918145,-0.4209677189799832,1.2186997267398514,0.3726451799095036,0.8792858612831913,-0.00023922138866877906,50,8,0,0,0,0
0.3425758593093322,-1.9949909122829634,0.33241710759553506,0.15986243429288383,-2.254229408492507,0.24411849461963928,-0.5090525418434186,-0.023101405423661348,0.12898785783592998,0.860530151906248,-0.0009728285668753291,50,9,0,0,0,0
0.05136023701277814,2.42361878151592,0.3942078989284629,0.15730491170421335,-2.002414597741799,1.2763236288000732,-0.7843951720798801,-0.5546584065095077,0.2010008417229288,0.8991136252691854,-9.16842316756059e-05,50,10,0,0,0,0
-0.4716153957561273,1.201723558395205,0.24851014150683226,0.08564051173034493,0.1823509637366003,0.20024848647363497,-0.05712711067121656,-0.9594963683562918,0.3367163686649721,0.8826469063063204,0.0006403655899826189,50,11,0,0,0,0
-0.04355968231489804,1.3305948583287766,0.2001887599050261,0.01771266329734278,-0.5032398175605861,0.10791648963409323,-0.6341269494014821,0.6779322173202189,0.13328650781180956,0.883758640387235,0.0022824916292335878,50,12,0,0,0,0
0.5845950670575313,0.27429554207760987,0.4193341093639521,0.19688474482829577,3.30555790813764,0.3841522961433387,0.4708754357180256,2.495426211050077,0.27891101676312813,0.8894611285433559,0.0005449806048074074,50,13,0,0,0,0
-0.7160679561744976,-1.1379142282544583,0.17188782111034834,-0.3031744760238828,0.11442250823679245,0.11901130940770034,0.8966510350409438,-0.2919109922913865,0.25880598948397643,0.8578930617567735,0.00018781600723117943,50,14,0,0,0,0
